"","UBIGEO","REGION","PROVINCIA","DISTRITO","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+","TD_0_14","TD_60_MAS","TD_15_59","TDD_0_14","TDD_15_64","TDD_65_MAS","TDD_PER","TDD_JOVE","TDD_VEJEZ","TASA_BONO","BONO","IND_ENVEJ","RA_POTENCIAL","RA_PADRES","cluster","cluster_nombre"
"106","020305","ÁNCASH","ANTONIO RAYMONDI","MIRGAS",363,388,375,416,303,247,232,238,230,176,159,152,129,111,77,75,55,50,1126,497,2153,1126,2282,368,65.4688869412796,49.3426818580193,16.1262050832603,60.4343220338983,1,44.1385435168739,6.20108695652174,23.8636363636364,1,"Depedencia juvenil moderada"
"107","020306","ÁNCASH","ANTONIO RAYMONDI","SAN JUAN DE RONTOY",113,106,98,116,89,79,59,60,65,62,43,48,35,25,25,17,23,14,317,139,621,317,656,104,64.1768292682927,48.3231707317073,15.8536585365854,60.9099350046425,1,43.8485804416404,6.30769230769231,29.3650793650794,1,"Depedencia juvenil moderada"
"108","020401","ÁNCASH","ASUNCIÓN","CHACAS",319,341,405,485,331,282,278,282,288,247,229,220,180,155,151,119,98,75,1065,778,2642,1065,2822,598,58.929836995039,37.7391920623671,21.1906449326719,62.9208472686734,1,73.0516431924883,4.7190635451505,27.5039745627981,3,"Bono demográfico activo"
"109","020402","ÁNCASH","ASUNCIÓN","ACOCHACA",144,183,199,228,195,172,167,191,190,165,133,125,113,112,102,89,68,61,526,545,1566,526,1679,432,57.0577724836212,31.328171530673,25.7296009529482,63.6708380735684,1,103.61216730038,3.88657407407407,34.7708894878706,3,"Bono demográfico activo"
"110","020501","ÁNCASH","BOLOGNESI","CHIQUIAN",220,264,300,330,264,261,249,294,235,197,196,235,155,145,123,101,84,125,784,733,2261,784,2416,578,56.3741721854305,32.4503311258278,23.9238410596026,63.9491794600318,1,93.4948979591837,4.17993079584775,35.6655290102389,3,"Bono demográfico activo"
"111","020502","ÁNCASH","BOLOGNESI","ABELARDO PARDO LEZAMETA",14,15,10,15,12,14,11,28,15,16,10,10,16,7,8,6,5,3,39,45,131,39,147,29,46.2585034013605,26.530612244898,19.7278911564626,68.3720930232558,1,115.384615384615,5.06896551724138,22.2222222222222,5,"Alta Depedencia por juventud"
"112","020503","ÁNCASH","BOLOGNESI","ANTONIO RAYMONDI",49,65,58,60,53,47,63,69,60,56,48,68,58,61,40,37,29,31,172,256,524,172,582,198,63.573883161512,29.553264604811,34.020618556701,61.1344537815126,1,148.837209302326,2.93939393939394,34.4827586206897,2,"Alta Dependencia por envejecimiento"
"113","020504","ÁNCASH","BOLOGNESI","AQUIA",130,149,139,160,130,120,133,127,124,112,87,83,83,65,60,45,26,34,418,313,1076,418,1159,230,55.9102674719586,36.0655737704918,19.8446937014668,64.1394576646375,1,74.8803827751196,5.03913043478261,23.7154150197628,3,"Bono demográfico activo"
"114","020505","ÁNCASH","BOLOGNESI","CAJACAY",82,129,125,148,128,166,143,157,142,114,95,75,97,62,49,42,23,20,336,293,1168,336,1265,196,42.0553359683794,26.5612648221344,15.4940711462451,70.3951029493601,1,87.2023809523809,6.45408163265306,16.1048689138577,5,"Alta Depedencia por juventud"
"115","020506","ÁNCASH","BOLOGNESI","CANIS",11,9,9,10,16,14,18,23,15,22,18,16,16,13,11,3,10,15,29,68,152,29,168,52,48.2142857142857,17.2619047619048,30.952380952381,67.4698795180723,1,234.48275862069,3.23076923076923,50,5,"Alta Depedencia por juventud"
"116","020507","ÁNCASH","BOLOGNESI","COLQUIOC",156,124,139,126,102,155,187,164,140,142,119,112,100,80,73,44,30,35,419,362,1247,419,1347,262,50.5567928730512,31.1061618411284,19.4506310319228,66.4201183431953,1,86.3961813842482,5.1412213740458,19.6374622356495,3,"Bono demográfico activo"
"117","020508","ÁNCASH","BOLOGNESI","HUALLANCA",526,674,536,560,454,477,471,481,391,304,226,229,168,157,114,84,47,55,1736,625,3593,1736,3761,457,58.3089603828769,46.1579367189577,12.1510236639192,63.1676184077931,1,36.0023041474654,8.22975929978118,16.3723916532905,1,"Depedencia juvenil moderada"
"118","020509","ÁNCASH","BOLOGNESI","HUASTA",99,111,95,108,87,67,81,79,101,72,61,53,59,44,29,31,27,29,305,219,709,305,768,160,60.546875,39.7135416666667,20.8333333333333,62.287104622871,1,71.8032786885246,4.8,32.3699421965318,3,"Bono demográfico activo"
"119","020510","ÁNCASH","BOLOGNESI","HUAYLLACAYAN",62,95,81,80,76,79,81,68,74,74,68,74,59,73,44,43,32,48,238,299,674,238,733,240,65.2114597544338,32.4693042291951,32.7421555252388,60.5284888521883,1,125.63025210084,3.05416666666667,39.8009950248756,2,"Alta Dependencia por envejecimiento"
"120","020511","ÁNCASH","BOLOGNESI","LA PRIMAVERA",24,27,28,30,20,24,18,25,23,26,25,27,23,25,13,12,15,18,79,106,218,79,241,83,67.2199170124481,32.7800829875519,34.4398340248963,59.8014888337469,1,134.177215189873,2.90361445783133,44,2,"Alta Dependencia por envejecimiento"
"121","020512","ÁNCASH","BOLOGNESI","MANGAS",32,19,24,32,18,23,34,27,19,23,23,22,31,18,21,21,23,27,75,141,221,75,252,110,73.4126984126984,29.7619047619048,43.6507936507937,57.6659038901602,1,188,2.29090909090909,65.7894736842105,2,"Alta Dependencia por envejecimiento"
"122","020513","ÁNCASH","BOLOGNESI","PACLLON",51,53,45,66,59,43,48,46,52,51,42,45,36,37,24,25,18,27,149,167,452,149,488,131,57.3770491803279,30.5327868852459,26.844262295082,63.5416666666667,1,112.080536912752,3.72519083969466,36.5853658536585,3,"Bono demográfico activo"
"123","020514","ÁNCASH","BOLOGNESI","SAN MIGUEL DE CORPANQUI",18,33,31,17,23,34,34,35,31,23,27,25,24,14,21,14,10,12,82,95,249,82,273,71,56.043956043956,30.03663003663,26.007326007326,64.0845070422535,1,115.853658536585,3.84507042253521,28.9473684210526,3,"Bono demográfico activo"
"124","020515","ÁNCASH","BOLOGNESI","TICLLOS",33,38,39,60,38,29,36,36,42,37,25,27,13,24,29,19,18,20,110,123,330,110,343,110,64.1399416909621,32.0699708454811,32.0699708454811,60.9236234458259,1,111.818181818182,3.11818181818182,58.4615384615385,2,"Alta Dependencia por envejecimiento"
"125","020601","ÁNCASH","CARHUAZ","CARHUAZ",1243,1547,1362,1417,1207,1352,1347,1284,1110,931,800,765,619,501,430,303,223,213,4152,2289,10213,4152,10832,1670,53.7481536189069,38.3308714918759,15.417282127031,65.0414314879308,1,55.1300578034682,6.48622754491018,19.96336996337,3,"Bono demográfico activo"
"126","020602","ÁNCASH","CARHUAZ","ACOPAMPA",190,234,197,197,172,201,223,240,238,166,161,156,117,73,83,63,53,47,621,436,1754,621,1871,319,50.2405130946018,33.1908070550508,17.049706039551,66.5599430807542,1,70.2093397745572,5.86520376175549,23.0414746543779,3,"Bono demográfico activo"
"127","020603","ÁNCASH","CARHUAZ","AMASHCA",90,84,92,112,86,121,126,134,121,105,84,86,85,57,57,38,24,23,266,284,975,266,1060,199,43.8679245283019,25.0943396226415,18.7735849056604,69.5081967213115,1,106.766917293233,5.32663316582915,18.4313725490196,5,"Alta Depedencia por juventud"
"128","020604","ÁNCASH","CARHUAZ","ANTA",207,218,223,235,182,219,214,216,156,152,121,111,78,85,72,48,38,40,648,361,1606,648,1684,283,55.2850356294537,38.479809976247,16.8052256532067,64.3977055449331,1,55.7098765432099,5.95053003533569,25.1612903225806,3,"Bono demográfico activo"
"129","020605","ÁNCASH","CARHUAZ","ATAQUERO",123,88,124,137,129,137,149,131,97,77,101,85,79,46,39,27,26,32,335,249,1043,335,1122,170,45.0089126559715,29.8573975044563,15.1515151515152,68.9612784265519,1,74.3283582089552,6.6,21.8867924528302,5,"Alta Depedencia por juventud"
"130","020606","ÁNCASH","CARHUAZ","MARCARA",797,910,923,907,692,910,1030,981,792,630,529,500,420,319,312,181,134,104,2630,1470,6971,2630,7391,1050,49.7902854823434,35.5838181572182,14.2064673251252,66.7600036130431,1,55.893536121673,7.03904761904762,16.4251207729469,3,"Bono demográfico activo"
"131","020607","ÁNCASH","CARHUAZ","PARIAHUANCA",120,116,110,109,82,109,112,125,103,98,80,63,57,38,42,32,29,27,346,225,881,346,938,168,54.7974413646055,36.8869936034115,17.910447761194,64.6005509641873,1,65.0289017341041,5.58333333333333,28,3,"Bono demográfico activo"
"132","020608","ÁNCASH","CARHUAZ","SAN MIGUEL DE ACO",201,208,178,233,195,234,198,177,166,134,97,107,102,77,63,50,37,24,587,353,1541,587,1643,251,51.004260499087,35.7273280584297,15.2769324406573,66.223297057638,1,60.1362862010222,6.54581673306773,19.9346405228758,3,"Bono demográfico activo"
"133","020609","ÁNCASH","CARHUAZ","SHILLA",191,166,189,203,177,233,284,283,260,201,177,142,133,107,82,65,46,29,546,462,1960,546,2093,329,41.8060200668896,26.0869565217391,15.7190635451505,70.5188679245283,1,84.6153846153846,6.36170212765957,16.5929203539823,5,"Alta Depedencia por juventud"
"134","020610","ÁNCASH","CARHUAZ","TINCO",226,351,285,287,260,330,341,321,308,269,230,194,157,126,103,68,64,82,862,600,2540,862,2697,443,48.3870967741936,31.9614386355209,16.4256581386726,67.3913043478261,1,69.6055684454756,6.08803611738149,25.1290877796902,3,"Bono demográfico activo"
"135","020611","ÁNCASH","CARHUAZ","YUNGAR",305,309,244,274,212,271,296,279,251,185,163,145,114,91,78,51,49,51,858,434,2076,858,2190,320,53.7899543378995,39.1780821917808,14.6118721461187,65.0237529691211,1,50.5827505827506,6.84375,23.696682464455,3,"Bono demográfico activo"
"136","020701","ÁNCASH","CARLOS FERMÍN FITZCARRALD","SAN LUIS",662,825,995,1110,809,760,756,739,657,567,436,465,385,317,310,252,170,143,2482,1577,6299,2482,6684,1192,54.9670855774985,37.1334530221424,17.8336325553561,64.5298320139023,1,63.5374697824335,5.60738255033557,24.3390357698289,3,"Bono demográfico activo"
"137","020702","ÁNCASH","CARLOS FERMÍN FITZCARRALD","SAN NICOLÁS",289,283,294,335,235,211,212,197,187,185,89,112,117,94,80,67,31,29,866,418,1763,866,1880,301,62.0744680851064,46.063829787234,16.0106382978723,61.7000328191664,1,48.2678983833718,6.24584717607973,18.8679245283019,1,"Depedencia juvenil moderada"
"138","020703","ÁNCASH","CARLOS FERMÍN FITZCARRALD","YAUYA",287,298,353,399,305,287,216,255,242,188,163,160,163,154,131,90,86,53,938,677,2215,938,2378,514,61.0597140454163,39.4449116904962,21.6148023549201,62.088772845953,1,72.1748400852879,4.62645914396887,28.6008230452675,3,"Bono demográfico activo"
"139","020801","ÁNCASH","CASMA","CASMA",3094,3999,3716,3438,2539,3336,3600,3407,2960,2592,2103,2054,1718,1354,996,705,398,390,10809,5561,26029,10809,27747,3843,52.8057087252676,38.955562763542,13.8501459617256,65.4425811929527,1,51.4478675178092,7.22014051522248,13.4127659574468,3,"Bono demográfico activo"
"140","020802","ÁNCASH","CASMA","BUENA VISTA ALTA",431,558,460,443,329,488,525,471,387,356,292,273,238,167,132,79,73,64,1449,753,3564,1449,3802,515,51.6570226196739,38.1115202524987,13.5455023671752,65.938258758238,1,51.9668737060041,7.38252427184466,17.0610211706102,3,"Bono demográfico activo"
"141","020803","ÁNCASH","CASMA","COMANDANTE NOEL",203,202,208,173,128,158,194,206,194,162,156,121,121,71,66,41,27,23,613,349,1492,613,1613,228,52.1388716676999,38.0037197768134,14.1351518908865,65.7294213528932,1,56.9331158238173,7.07456140350877,12.5628140703518,3,"Bono demográfico activo"
"142","020804","ÁNCASH","CASMA","YAUTAN",841,939,810,752,572,731,714,728,613,515,430,420,415,273,214,168,123,114,2590,1307,5475,2590,5890,892,59.1171477079796,43.9728353140917,15.1443123938879,62.84677763551,1,50.4633204633205,6.60313901345291,18.7351778656126,1,"Depedencia juvenil moderada"
"143","020901","ÁNCASH","CORONGO","CORONGO",95,122,159,165,99,103,118,109,101,110,103,90,86,85,56,45,63,48,376,383,998,376,1084,297,62.0848708487085,34.6863468634686,27.3985239852399,61.6960728514513,1,101.86170212766,3.64983164983165,39.7849462365591,2,"Alta Dependencia por envejecimiento"
"144","020902","ÁNCASH","CORONGO","ACO",43,24,26,27,20,20,34,19,16,23,21,16,21,24,14,12,7,7,93,85,196,93,217,64,72.3502304147465,42.8571428571429,29.4930875576037,58.0213903743316,1,91.3978494623656,3.390625,24.1379310344828,2,"Alta Dependencia por envejecimiento"
"145","020903","ÁNCASH","CORONGO","BAMBAS",41,32,31,36,42,25,33,38,38,25,17,25,23,18,17,11,10,6,104,85,279,104,302,62,54.9668874172185,34.4370860927152,20.5298013245033,64.5299145299145,1,81.7307692307692,4.87096774193548,24.6153846153846,3,"Bono demográfico activo"
"146","020904","ÁNCASH","CORONGO","CUSCA",297,288,209,263,208,218,219,210,161,157,128,130,95,78,63,40,36,28,794,340,1694,794,1789,245,58.0771380659586,44.3823365008385,13.6948015651202,63.2602545968883,1,42.8211586901763,7.30204081632653,18.1303116147309,1,"Depedencia juvenil moderada"
"147","020905","ÁNCASH","CORONGO","LA PAMPA",74,53,77,79,32,77,80,77,62,54,49,91,60,46,57,20,18,32,204,233,601,204,661,173,57.0347957639939,30.8623298033283,26.1724659606657,63.6801541425819,1,114.21568627451,3.82080924855491,25,3,"Bono demográfico activo"
"148","020906","ÁNCASH","CORONGO","YANAC",39,41,40,48,39,49,56,47,37,32,28,33,34,29,24,9,13,14,120,123,369,120,403,89,51.8610421836228,29.7766749379653,22.0843672456576,65.8496732026144,1,102.5,4.52808988764045,28.4210526315789,3,"Bono demográfico activo"
"149","020907","ÁNCASH","CORONGO","YUPAN",26,67,48,49,31,44,48,54,55,41,29,37,41,45,28,24,18,11,141,167,388,141,429,126,62.2377622377622,32.8671328671329,29.3706293706294,61.6379310344828,1,118.439716312057,3.4047619047619,27.1028037383178,2,"Alta Dependencia por envejecimiento"
"150","021001","ÁNCASH","HUARI","HUARI",727,1015,893,912,663,629,605,654,546,496,400,423,375,286,269,233,226,216,2635,1605,5328,2635,5703,1230,67.7713484131159,46.2037524110117,21.5675960021042,59.6049331103679,1,60.9108159392789,4.63658536585366,36.8948247078464,1,"Depedencia juvenil moderada"
"151","021002","ÁNCASH","HUARI","ANRA",108,62,69,91,114,136,154,148,123,91,73,67,57,52,36,24,17,19,239,205,997,239,1054,148,36.7172675521822,22.6755218216319,14.0417457305503,73.1436502428869,1,85.7740585774059,7.12162162162162,18.2741116751269,5,"Alta Depedencia por juventud"
"152","021003","ÁNCASH","HUARI","CAJAY",283,212,190,222,190,207,245,202,194,155,114,128,94,60,59,47,38,31,685,329,1657,685,1751,235,52.5414049114791,39.12050256996,13.4209023415191,65.5559715462374,1,48.029197080292,7.45106382978723,20.5357142857143,3,"Bono demográfico activo"
"153","021004","ÁNCASH","HUARI","CHAVIN DE HUANTAR",740,896,791,827,595,617,687,628,567,409,321,335,288,200,178,121,90,83,2427,960,4986,2427,5274,672,58.7599544937429,46.0182025028441,12.7417519908987,62.9881762809029,1,39.5550061804697,7.84821428571429,18.3262711864407,1,"Depedencia juvenil moderada"
"154","021005","ÁNCASH","HUARI","HUACACHI",163,150,116,145,125,163,169,148,104,101,92,97,78,55,46,25,26,24,429,254,1144,429,1222,176,49.5090016366612,35.1063829787234,14.4026186579378,66.8856048166393,1,59.2074592074592,6.94318181818182,18.7265917602996,3,"Bono demográfico activo"
"155","021006","ÁNCASH","HUARI","HUACCHIS",124,84,104,114,99,99,105,108,72,64,63,67,71,53,32,30,25,23,312,234,791,312,862,163,55.1044083526682,36.1948955916473,18.9095127610209,64.4727000747943,1,75,5.28834355828221,23.8805970149254,3,"Bono demográfico activo"
"156","021007","ÁNCASH","HUARI","HUACHIS",304,283,224,303,274,338,312,308,226,194,143,184,140,88,90,66,57,43,811,484,2282,811,2422,344,47.6878612716763,33.4847233691164,14.2031379025599,67.7103718199609,1,59.6794081381011,7.0406976744186,21.4132762312634,3,"Bono demográfico activo"
"157","021008","ÁNCASH","HUARI","HUANTAR",187,161,206,189,166,193,248,199,211,141,151,124,105,81,87,71,61,59,554,464,1622,554,1727,359,52.8662420382166,32.0787492762015,20.7874927620151,65.4166666666667,1,83.7545126353791,4.81058495821727,31.5789473684211,3,"Bono demográfico activo"
